,metascore,name,userscore,name_new
2321,91,Resident Evil,9.3,residentevil
2322,91,NCAA Football 2003,8.4,ncaafootball2003
2323,91,Yoshi's Island: Super Mario Advance 3,8.9,yoshi sisland supermarioadvance3
2324,91,NCAA Football 2003,8.1,ncaafootball2003
2325,91,Neverwinter Nights,8.1,neverwinternights
2326,91,No One Lives Forever 2: A Spy in H.A.R.M.'s Way,8.7,noonelivesforever2 aspyinh a r m  sway
2327,90,NCAA Football 2003,7.9,ncaafootball2003
2328,90,Tony Hawk's Pro Skater 3,8.0,tonyhawk sproskater3
2329,90,Tony Hawk's Pro Skater 3,8.4,tonyhawk sproskater3
2330,90,NBA 2K2,8.0,nba2k2
2331,90,Tony Hawk's Pro Skater 4,8.5,tonyhawk sproskater4
2332,90,TimeSplitters 2,8.9,timesplitters2
2333,90,Tiger Woods PGA Tour 2003,8.0,tigerwoodspgatour2003
2334,90,Freedom Force,7.7,freedomforce
2335,90,NBA 2K2,7.6,nba2k2
2336,89,Star Wars Jedi Knight II: Jedi Outcast,8.6,starwarsjediknightii jedioutcast
2337,89,Age of Mythology,8.9,ageofmythology
2338,89,The Elder Scrolls III: Morrowind,8.9,theelderscrollsiii morrowind
2339,89,NHL 2K3,7.8,nhl2k3
2340,89,NHL 2K3,7.1,nhl2k3
2341,89,NBA 2K3,8.0,nba2k3
2342,89,NASCAR Racing 2002 Season,5.8,nascarracing2002season
2343,89,Need for Speed: Hot Pursuit 2,8.4,needforspeed hotpursuit2
2344,89,Combat Mission: Barbarossa to Berlin,8.0,combatmission barbarossatoberlin
2345,89,Battlefield 1942,8.6,battlefield1942
2346,89,Madden NFL 2003,7.5,maddennfl2003
2347,89,NBA 2K2,7.8,nba2k2
2348,89,NHL 2K3,8.0,nhl2k3
2349,88,Medieval: Total War,8.8,medieval totalwar
2350,88,Mafia,9.1,mafia
2351,88,Medal of Honor Frontline,8.4,medalofhonorfrontline
2352,88,Tiger Woods PGA Tour 2003,8.5,tigerwoodspgatour2003
2353,88,Tactics Ogre: The Knight of Lodis,8.9,tacticsogre theknightoflodis
2354,88,FIFA Soccer 2003,7.7,fifasoccer2003
2355,88,Ratchet & Clank,8.9,ratchet clank
2356,88,Tiger Woods PGA Tour 2003,8.9,tigerwoodspgatour2003
2357,88,TimeSplitters 2,8.7,timesplitters2
2358,88,JSRF: Jet Set Radio Future,8.3,jsrf jetsetradiofuture
2359,88,NBA Street,8.6,nbastreet
2360,88,FIFA Soccer 2003,6.5,fifasoccer2003
2361,88,Aggressive Inline,7.6,aggressiveinline
2362,88,F1 2002,7.5,f12002
2363,88,TimeSplitters 2,7.8,timesplitters2
2364,87,Super Monkey Ball 2,8.4,supermonkeyball2
2365,87,The Elder Scrolls III: Morrowind,8.5,theelderscrollsiii morrowind
2366,87,Castlevania: Harmony of Dissonance,7.9,castlevania harmonyofdissonance
2367,87,Hitman 2: Silent Assassin,8.1,hitman2 silentassassin
2368,87,Rallisport Challenge,8.3,rallisportchallenge
2369,87,MechAssault,8.2,mechassault
2370,87,NFL 2K2,,nfl2k2
2371,87,Animal Crossing,8.8,animalcrossing
2372,87,Metal Gear Solid 2: Substance,8.0,metalgearsolid2 substance
2373,87,NBA 2K3,7.9,nba2k3
2374,87,Out of the Park Baseball 4,6.9,outoftheparkbaseball4
2375,87,Sonic Advance,8.1,sonicadvance
2376,86,FIFA Soccer 2003,7.9,fifasoccer2003
2377,86,Suikoden III,8.8,suikodeniii
2378,86,Dungeon Siege,7.7,dungeonsiege
2379,86,Sly Cooper and the Thievius Raccoonus,8.6,slycooperandthethieviusraccoonus
2380,86,Burnout 2: Point of Impact,8.2,burnout2 pointofimpact
2381,86,Unreal Tournament 2003,8.0,unrealtournament2003
2382,86,Age of Wonders II: The Wizard's Throne,8.5,ageofwondersii thewizard sthrone
2383,86,Moto Racer Advance,,motoraceradvance
2384,85,Aggressive Inline,8.7,aggressiveinline
2385,85,Hitman 2: Silent Assassin,7.8,hitman2 silentassassin
2386,85,Aggressive Inline,7.7,aggressiveinline
2387,85,World Series Baseball,8.8,worldseriesbaseball
2388,85,Kingdom Hearts,9.0,kingdomhearts
2389,85,Tony Hawk's Pro Skater 4,8.8,tonyhawk sproskater4
2390,85,Hot Shots Golf 3,8.9,hotshotsgolf3
2391,85,Phantasy Star Online Episode I & II,8.3,phantasystaronlineepisodei ii
2392,85,DDRMAX: Dance Dance Revolution,8.8,ddrmax dancedancerevolution
2393,85,NASCAR Thunder 2003,6.6,nascarthunder2003
2394,85,Serious Sam: The Second Encounter,8.6,serioussam thesecondencounter
2395,85,Dark Age of Camelot: Shrouded Isles,7.9,darkageofcamelot shroudedisles
2396,85,NASCAR: Dirt to Daytona,7.6,nascar dirttodaytona
2397,84,Sid Meier's SimGolf,7.6,sidmeier ssimgolf
2398,84,High Heat Major League Baseball 2003,7.9,highheatmajorleaguebaseball2003
2399,84,Maximo: Ghosts to Glory,8.7,maximo ghoststoglory
2400,84,Prey,7.8,prey
2401,84,Rayman Legends: Definitive Edition,8.1,raymanlegends definitiveedition
2402,84,F1 2017,6.9,f12017
2403,84,The Elder Scrolls V: Skyrim,8.2,theelderscrollsv skyrim
2404,84,Gorogoa,8.4,gorogoa
2405,84,Battle Chasers: Nightwar,6.5,battlechasers nightwar
2406,84,Lovers in a Dangerous Spacetime,8.0,loversinadangerousspacetime
2407,84,Dishonored: Death of the Outsider,7.1,dishonored deathoftheoutsider
2408,84,Enter The Gungeon,7.1,enterthegungeon
2409,84,Nex Machina: Death Machine,6.7,nexmachina deathmachine
2410,84,Darkest Dungeon,7.8,darkestdungeon
2411,84,Polybius,7.4,polybius
2412,84,Uncharted: The Lost Legacy,8.1,uncharted thelostlegacy
2413,84,"Snipperclips Plus: Cut It Out, Together!",8.3,snipperclipsplus cutitout together 
2414,84,Hatsune Miku: Project Diva Future Tone - Colorful Tone,7.7,hatsunemiku projectdivafuturetone colorfultone
2415,84,Hatsune Miku: Project Diva Future Tone - Future Sound,7.6,hatsunemiku projectdivafuturetone futuresound
2416,84,Thimbleweed Park,7.3,thimbleweedpark
2417,84,NieR: Automata,8.5,nier automata
2418,84,Pokemon Ultra Moon,9.1,pokemonultramoon
2419,84,Nioh: Complete Edition,6.6,nioh completeedition
2420,84,Day of the Tentacle Remastered,7.3,dayofthetentacleremastered
2421,84,Deus Ex: Mankind Divided,7.6,deusex mankinddivided
2422,84,Thumper,7.2,thumper
2423,84,The Banner Saga 2,8.0,thebannersaga2
2424,84,Hyper Light Drifter,8.2,hyperlightdrifter
2425,84,Enter the Gungeon,7.7,enterthegungeon
2426,84,Hitman - Episode 2: Sapienza,5.9,hitman episode2 sapienza
2427,84,ZEN Pinball 2: Aliens Vs. Pinball,5.9,zenpinball2 aliensvs pinball
2428,84,Thimbleweed Park,8.1,thimbleweedpark
2429,84,Assault Android Cactus,7.1,assaultandroidcactus
2430,84,Final Fantasy IX,9.2,finalfantasyix
2431,84,FRU,6.8,fru
2432,84,ICEY,7.4,icey
2433,84,Lara Croft GO,5.5,laracroftgo
2434,84,FIFA 17,4.1,fifa17
2435,84,Project CARS 2,7.0,projectcars2
2436,84,The End Is Nigh,7.7,theendisnigh
2437,84,Hitman - Episode 2: Sapienza,7.0,hitman episode2 sapienza
2438,84,BioShock: The Collection,8.5,bioshock thecollection
2439,84,Hitman,7.9,hitman
2440,84,SpeedRunners,7.6,speedrunners
2441,84,FIFA 18,3.3,fifa18
2442,84,Assassin's Creed Origins,6.7,assassin screedorigins
2443,84,World of Goo,7.6,worldofgoo
2444,83,Pro Evolution Soccer 2018,7.2,proevolutionsoccer2018
2445,83,Detention,7.7,detention
2446,83,Hakuoki: Kyoto Winds,7.3,hakuoki kyotowinds
2447,83,FIFA 18,3.0,fifa18
2448,84,Shin Megami Tensei IV: Apocalypse,5.0,shinmegamitenseiiv apocalypse
2449,83,Final Fantasy XV,7.3,finalfantasyxv
2450,83,Grim Dawn,8.4,grimdawn
2451,83,Final Fantasy X / X-2 HD Remaster,9.2,finalfantasyx x 2hdremaster
2452,83,Darkest Dungeon,7.5,darkestdungeon
2453,83,Guild Wars 2: Path of Fire,7.7,guildwars2 pathoffire
2454,83,Sonic Mania,8.2,sonicmania
2455,83,Hellblade: Senua's Sacrifice,8.2,hellblade senua ssacrifice
2456,83,Bleed 2,7.0,bleed2
2457,83,Puyo Puyo Tetris,7.4,puyopuyotetris
2458,83,Splatoon 2,8.4,splatoon2
2459,83,Destiny 2,3.5,destiny2
2460,83,Deus Ex: Mankind Divided,6.6,deusex mankinddivided
2461,83,Devil Daggers,7.1,devildaggers
2462,83,Call of Duty: Modern Warfare Remastered,6.9,callofduty modernwarfareremastered
2463,83,Pocket Card Jockey,7.9,pocketcardjockey
2464,83,Dragon Quest Builders,8.1,dragonquestbuilders
2465,83,Madden NFL 17,5.6,maddennfl17
2466,83,Hitman,7.3,hitman
2467,83,Deus Ex: Mankind Divided,7.3,deusex mankinddivided
2468,83,BYE-BYE BOXBOY!,7.7,bye byeboxboy 
2469,83,The Sexy Brutale,7.8,thesexybrutale
2470,83,Danganronpa 1-2 Reload,8.1,danganronpa1 2reload
2471,83,Xenoblade Chronicles 2,8.7,xenobladechronicles2
2472,83,Horizon Zero Dawn: The Frozen Wilds,8.1,horizonzerodawn thefrozenwilds
2473,83,Detention,6.6,detention
2474,83,SUPERHOT,7.1,superhot
2475,83,Path of Exile: The Fall of Oriath,7.5,pathofexile thefalloforiath
2476,83,Mutant Mudds: Super Challenge,7.2,mutantmudds superchallenge
2477,83,Zero Escape: Zero Time Dilemma,8.3,zeroescape zerotimedilemma
2478,83,SUPERHOT,8.0,superhot
2479,83,SteamWorld Heist,7.4,steamworldheist
2480,83,ABZU,6.9,abzu
2481,83,Hearts of Iron IV,7.1,heartsofironiv
2482,83,Rhythm Heaven Megamix,8.3,rhythmheavenmegamix
2483,83,Duskers,7.1,duskers
2484,83,Severed,8.4,severed
2485,83,The Legend of Heroes: Trails in the Sky the 3rd,7.6,thelegendofheroes trailsintheskythe3rd
2486,83,Little Nightmares,7.8,littlenightmares
2487,83,Gorogoa,7.9,gorogoa
2488,83,Splasher,7.7,splasher
2489,83,Steel Division: Normandy 44,7.6,steeldivision normandy44
2490,83,Resident Evil 7: biohazard,7.7,residentevil7 biohazard
2491,83,Worms W.M.D,7.8,wormsw m d
2492,82,SOMA,8.1,soma
2493,82,Super Hydorah,7.5,superhydorah
2494,82,Hand of Fate 2,7.2,handoffate2
2495,82,Dark Souls III: The Ringed City,8.3,darksoulsiii theringedcity
2496,83,OlliOlli2: XL Edition,5.8,olliolli2 xledition
2497,83,Batman: The Telltale Series - Episode 2: Children of Arkham,6.6,batman thetelltaleseries episode2 childrenofarkham
2498,82,Watch Dogs 2,7.8,watchdogs2
2499,82,The Banner Saga 2,8.3,thebannersaga2
2500,82,SUPERHOT,7.5,superhot
2501,82,Madden NFL 17,4.4,maddennfl17
2502,82,F1 2016,8.1,f12016
2503,82,Danganronpa: Trigger Happy Havoc,8.5,danganronpa triggerhappyhavoc
2504,82,I Expect You To Die,7.8,iexpectyoutodie
2505,82,10 Second Ninja X,4.5,10secondninjax
2506,82,"Invisible, Inc. Console Edition",7.0,invisible inc consoleedition
2507,82,Pinball FX3,7.3,pinballfx3
2508,82,The Sexy Brutale,7.5,thesexybrutale
2509,82,L.A. Noire: The VR Case Files,6.6,l a noire thevrcasefiles
2510,82,Project CARS 2,6.1,projectcars2
2511,82,Football Manager 2018,5.5,footballmanager2018
2512,82,Madden NFL 18,3.6,maddennfl18
2513,82,RiME,7.0,rime
2514,82,Tekken 7,6.8,tekken7
2515,82,Dark Souls III: The Ringed City,8.1,darksoulsiii theringedcity
2516,82,The Elder Scrolls V: Skyrim Special Edition,7.2,theelderscrollsv skyrimspecialedition
2517,82,VIDEOBALL,7.3,videoball
2518,82,Resident Evil 4,8.1,residentevil4
2519,82,XCOM: Enemy Unknown Plus,8.0,xcom enemyunknownplus
2520,82,Lovers in a Dangerous Spacetime,7.0,loversinadangerousspacetime
2521,82,The Last Guardian,8.1,thelastguardian
2522,82,Duelyst,7.7,duelyst
2523,82,Rock Band Rivals,6.6,rockbandrivals
2524,82,Enter the Gungeon,7.5,enterthegungeon
2525,82,Severed,7.8,severed
2526,82,Stellaris: Utopia,8.0,stellaris utopia
2527,82,Hand of Fate 2,7.0,handoffate2
2528,82,Pyre,7.7,pyre
2529,82,The Evil Within 2,9.2,theevilwithin2
2530,82,Slime-san,8.4,slime san
2531,82,Super Hydorah,,superhydorah
2532,82,Dishonored: Death of the Outsider,7.1,dishonored deathoftheoutsider
2533,82,Pro Evolution Soccer 2018,6.5,proevolutionsoccer2018
2534,82,Forza Motorsport 7,4.1,forzamotorsport7
2535,82,Thimbleweed Park,8.4,thimbleweedpark
2536,82,Prey,8.0,prey
2537,82,Shantae: Half-Genie Hero,7.5,shantae half geniehero
2538,81,Starbound,7.2,starbound
2539,81,The Elder Scrolls V: Skyrim Special Edition,6.9,theelderscrollsv skyrimspecialedition
2540,81,Metrico+,6.3,metrico 
2541,81,Quadrilateral Cowboy,7.3,quadrilateralcowboy
2542,81,Plants vs Zombies: Garden Warfare 2,7.6,plantsvszombies gardenwarfare2
2543,81,Kirby: Planet Robobot,8.5,kirby planetrobobot
2544,81,Hitman - Episode 6: Hokkaido,6.7,hitman episode6 hokkaido
2545,81,Trackmania Turbo,7.6,trackmaniaturbo
2546,81,Unravel,7.7,unravel
2547,81,SteamWorld Heist,8.1,steamworldheist
2548,81,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,7.1,thewalkingdead thetelltaleseries anewfrontierepisode1 tiesthatbindpartone
2549,82,Tekken 7,6.8,tekken7
2550,82,Madden NFL 18,4.7,maddennfl18
2551,82,Darkest Dungeon: The Crimson Court,6.3,darkestdungeon thecrimsoncourt
2552,82,She Remembered Caterpillars,5.9,sherememberedcaterpillars
2553,82,RIVE: Ultimate Edition,7.6,rive ultimateedition
2554,82,Bulletstorm: Full Clip Edition,7.1,bulletstorm fullclipedition
2555,82,Azure Striker Gunvolt: Striker Pack,7.2,azurestrikergunvolt strikerpack
2556,81,Torment: Tides of Numenera,7.0,torment tidesofnumenera
2557,81,Tekken 7,6.3,tekken7
2558,81,Disgaea 5 Complete,8.6,disgaea5complete
2559,81,Danganronpa V3: Killing Harmony,7.9,danganronpav3 killingharmony
2560,81,Oxenfree,7.6,oxenfree
2561,81,Hellblade: Senua's Sacrifice,8.2,hellblade senua ssacrifice
2562,81,Firewatch,6.9,firewatch
2563,81,Shantae: Half-Genie Hero,7.6,shantae half geniehero
2564,81,OneShot,8.6,oneshot
2565,81,Watch Dogs 2,7.4,watchdogs2
2566,81,Zombie Night Terror,8.0,zombienightterror
2567,81,Final Fantasy XV,7.6,finalfantasyxv
2568,81,Dragon's Dogma: Dark Arisen,8.1,dragon sdogma darkarisen
2569,81,Bravely Second: End Layer,8.1,bravelysecond endlayer
2570,81,Awesomenauts Assemble!,7.2,awesomenautsassemble 
2571,81,The Bug Butcher,7.5,thebugbutcher
2572,81,Star Wars Pinball: The Force Awakens,4.8,starwarspinball theforceawakens
2573,81,Teslagrad,7.6,teslagrad
2574,81,Mario & Luigi: Superstar Saga + Bowser's Minions,8.5,mario luigi superstarsaga bowser sminions
2575,81,Deus Ex: Mankind Divided - A Criminal Past,6.6,deusex mankinddivided acriminalpast
2576,81,Rising Storm 2: Vietnam,7.7,risingstorm2 vietnam
2577,81,Life is Strange: Before the Storm - Episode 3: Hell is Empty,7.8,lifeisstrange beforethestorm episode3 hellisempty
2578,81,Cities: Skylines - PlayStation 4 Edition,7.5,cities skylines playstation4edition
2579,81,VOEZ,7.9,voez
2580,81,Fortnite,3.3,fortnite
2581,81,Fire Emblem Echoes: Shadows of Valentia,8.6,fireemblemechoes shadowsofvalentia
2582,81,Finding Paradise,8.3,findingparadise
2583,81,Phoenix Wright: Ace Attorney - Spirit of Justice,8.5,phoenixwright aceattorney spiritofjustice
2584,81,Nelly Cootalot: The Fowl Fleet,7.7,nellycootalot thefowlfleet
2585,81,Maldita Castilla EX: Cursed Castilla,7.7,malditacastillaex cursedcastilla
2586,81,Overcooked!,8.0,overcooked 
2587,81,Motorsport Manager,8.5,motorsportmanager
2588,81,Zero Escape: Zero Time Dilemma,8.2,zeroescape zerotimedilemma
2589,81,Steins Gate 0,8.1,steinsgate0
2590,81,Maldita Castilla EX: Cursed Castilla,7.4,malditacastillaex cursedcastilla
2591,81,Atlas Reactor,7.7,atlasreactor
2592,81,Redout,7.9,redout
2593,81,Dragon Quest VII: Fragments of the Forgotten Past,8.4,dragonquestvii fragmentsoftheforgottenpast
2594,81,Darksiders: Warmastered Edition,7.6,darksiders warmasterededition
2595,80,The Legend of Heroes: Trails of Cold Steel II,8.5,thelegendofheroes trailsofcoldsteelii
2596,80,Plants vs Zombies: Garden Warfare 2,7.8,plantsvszombies gardenwarfare2
2597,80,Shantae: Half-Genie Hero,8.4,shantae half geniehero
2598,80,Pac-Man 256,6.8,pac man256
2599,80,Darksiders: Warmastered Edition,7.9,darksiders warmasterededition
2600,83,ZEN Pinball 2: Portal Pinball,4.9,zenpinball2 portalpinball
2601,83,Project CARS,7.1,projectcars
2602,83,Steins Gate,8.8,steinsgate
2603,83,SteamWorld Dig,7.8,steamworlddig
2604,83,Stretchmo,7.7,stretchmo
2605,83,Castle Crashers Remastered,7.3,castlecrashersremastered
2606,83,Yakuza 5,8.7,yakuza5
2607,83,Helldivers,7.0,helldivers
2608,83,Project CARS,6.6,projectcars
2609,83,Mortal Kombat X,7.8,mortalkombatx
2610,83,Madden NFL 16,5.9,maddennfl16
2611,83,Tales From The Borderlands: Episode 3 - Catch A Ride,7.6,talesfromtheborderlands episode3 catcharide
2612,83,Life is Strange: Episode 5 - Polarized,8.4,lifeisstrange episode5 polarized
2613,82,"Invisible, Inc.",7.9,invisible inc 
2614,82,Gears of War: Ultimate Edition,7.6,gearsofwar ultimateedition
2615,82,FIFA 16,4.4,fifa16
2616,82,Nuclear Throne,6.3,nuclearthrone
2617,82,Stealth Inc 2: A Game of Clones,6.9,stealthinc2 agameofclones
2618,82,Borderlands: The Handsome Collection,7.9,borderlands thehandsomecollection
2619,82,Runbow,7.8,runbow
2620,82,Lovers in a Dangerous Spacetime,7.4,loversinadangerousspacetime
2621,82,N++,6.5,n  
2622,82,Hearthstone: Blackrock Mountain,6.0,hearthstone blackrockmountain
2623,82,Etrian Odyssey 2 Untold: The Fafnir Knight,8.1,etrianodyssey2untold thefafnirknight
2624,82,Hacknet,7.7,hacknet
2625,82,The Talos Principle: Road To Gehenna,7.7,thetalosprinciple roadtogehenna
2626,82,King's Quest Chapter 1: A Knight to Remember,7.3,king squestchapter1 aknighttoremember
2627,82,Galak-Z: The Dimensional,7.2,galak z thedimensional
2628,82,Skullgirls: 2nd Encore,7.5,skullgirls 2ndencore
2629,82,Art Academy: Home Studio,7.9,artacademy homestudio
2630,82,Technobabylon,7.7,technobabylon
2631,82,Resident Evil HD Remaster,8.0,residentevilhdremaster
2632,82,Resident Evil HD Remaster,8.3,residentevilhdremaster
2633,82,Year Walk,7.8,yearwalk
2634,82,OlliOlli2: Welcome to Olliwood,5.7,olliolli2 welcometoolliwood
2635,81,Shadowrun: Hong Kong,7.7,shadowrun hongkong
2636,81,Splatoon,8.7,splatoon
2637,81,Football Manager 2016,6.9,footballmanager2016
2638,81,Tearaway Unfolded,8.0,tearawayunfolded
2639,81,Call of Duty: Black Ops III,4.5,callofduty blackopsiii
2640,81,Downwell,6.5,downwell
2641,81,Life is Strange: Episode 3 - Chaos Theory,8.2,lifeisstrange episode3 chaostheory
2642,81,FAST Racing NEO,8.6,fastracingneo
2643,81,3D Fantasy Zone II W,7.0,3dfantasyzoneiiw
2644,81,Guitar Hero Live,5.1,guitarherolive
2645,81,Skylanders SuperChargers,3.8,skylanderssuperchargers
2646,81,Life is Strange: Episode 5 - Polarized,8.3,lifeisstrange episode5 polarized
2647,81,Helldivers,8.1,helldivers
2648,81,Tales From The Borderlands: Episode 3 - Catch A Ride,8.4,talesfromtheborderlands episode3 catcharide
2649,83,Borderlands 2: Mr. Torgue's Campaign of Carnage,8.2,borderlands2 mr torgue scampaignofcarnage
2650,81,Brothers: A Tale of Two Sons,8.1,brothers ataleoftwosons
2651,81,Broken Age,7.3,brokenage
2652,81,Life is Strange: Episode 4 - Dark Room,8.5,lifeisstrange episode4 darkroom
2653,81,Joe Danger 2: The Movie,6.4,joedanger2 themovie
2654,81,Guild Wars 2: Heart of Thorns,7.3,guildwars2 heartofthorns
2655,81,SUPERBEAT: XONiC,7.3,superbeat xonic
2656,81,Project CARS,5.8,projectcars
2657,81,Tales From The Borderlands: Episode 2 - Atlas Mugged,7.5,talesfromtheborderlands episode2 atlasmugged
2658,81,The Age of Decadence,8.0,theageofdecadence
2659,81,Order of Battle: Pacific,5.6,orderofbattle pacific
2660,81,The Vanishing of Ethan Carter,7.6,thevanishingofethancarter
2661,83,Kid Icarus: Uprising,8.8,kidicarus uprising
2662,83,Darksiders II,8.2,darksidersii
2663,83,Street Fighter X Tekken,4.4,streetfighterxtekken
2664,83,Call of Duty: Black Ops II,5.0,callofduty blackopsii
2665,83,Persona 4 Arena,5.5,persona4arena
2666,83,Sine Mora,7.3,sinemora
2667,83,Tekken Tag Tournament 2: Wii U Edition,8.0,tekkentagtournament2 wiiuedition
2668,83,Lumines: Electronic Symphony,7.9,lumines electronicsymphony
2669,83,Oddworld: Stranger's Wrath HD,8.2,oddworld stranger swrathhd
2670,81,World of Warships,6.1,worldofwarships
2671,81,Call of Duty: Black Ops III,4.8,callofduty blackopsiii
2672,81,God of War III Remastered,8.1,godofwariiiremastered
2673,81,Affordable Space Adventures,8.2,affordablespaceadventures
2674,81,FIFA 16,4.4,fifa16
2675,81,3D After Burner II,8.2,3dafterburnerii
2676,80,The Book of Unwritten Tales 2,7.6,thebookofunwrittentales2
2677,80,Disgaea 5: Alliance of Vengeance,8.2,disgaea5 allianceofvengeance
2678,80,Lovers in a Dangerous Spacetime,7.3,loversinadangerousspacetime
2679,83,NHL 13,6.6,nhl13
2680,83,Madden NFL 13,5.4,maddennfl13
2681,83,Orcs Must Die! 2,7.9,orcsmustdie 2
2682,83,Ratchet & Clank Collection,8.4,ratchet clankcollection
2683,83,Sine Mora,7.4,sinemora
2684,83,Alan Wake,8.0,alanwake
2685,83,Tekken Tag Tournament 2,7.6,tekkentagtournament2
2686,83,Gravity Rush,8.6,gravityrush
2687,83,Rhythm Heaven Fever,8.8,rhythmheavenfever
2688,83,Sleeping Dogs,7.7,sleepingdogs
2689,80,LEGO Dimensions,7.0,legodimensions
2690,80,Life is Strange: Episode 5 - Polarized,8.6,lifeisstrange episode5 polarized
2691,80,Westerado: Double Barreled,7.6,westerado doublebarreled
2692,80,Volume,7.3,volume
2693,80,Age of Wonders III - Eternal Lords,8.4,ageofwondersiii eternallords
2694,80,Game of Thrones: Episode Three - The Sword in the Darkness,7.8,gameofthrones episodethree theswordinthedarkness
2695,80,Disney Infinity 3.0 Edition,6.1,disneyinfinity3 0edition
2696,80,BlazBlue: Chrono Phantasma Extend,7.5,blazblue chronophantasmaextend
2697,80,Dariusburst: Chronicle Saviours,8.4,dariusburst chroniclesaviours
2698,83,Hitman: Absolution,7.5,hitman absolution
2699,83,Call of Duty: Black Ops II,5.4,callofduty blackopsii
2700,83,Dust: An Elysian Tail,8.0,dust anelysiantail
2701,83,Superbrothers: Sword & Sworcery EP,6.4,superbrothers sword sworceryep
2702,83,Counter-Strike: Global Offensive,7.6,counter strike globaloffensive
2703,83,BlazBlue: Continuum Shift Extend,7.5,blazblue continuumshiftextend
2704,82,Minecraft: Xbox 360 Edition,7.2,minecraft xbox360edition
2705,80,Dariusburst: Chronicle Saviours,7.5,dariusburst chroniclesaviours
2706,80,Grandia II Anniversary Edition,7.5,grandiaiianniversaryedition
2707,80,Gunman Clive 2,7.8,gunmanclive2
2708,80,Life is Strange: Episode 3 - Chaos Theory,8.7,lifeisstrange episode3 chaostheory
2709,80,LEGO Dimensions,7.1,legodimensions
2710,80,Borderlands: The Handsome Collection,7.8,borderlands thehandsomecollection
2711,80,Read Only Memories,4.3,readonlymemories
2712,80,Dropsy,7.4,dropsy
2713,80,Company of Heroes 2: The British Forces,6.1,companyofheroes2 thebritishforces
2714,82,Resident Evil: Revelations,8.4,residentevil revelations
2715,82,Professor Layton and the Miracle Mask,8.1,professorlaytonandthemiraclemask
2716,82,Super Stardust Delta,8.0,superstardustdelta
2717,82,LEGO The Lord of the Rings,8.3,legothelordoftherings
2718,82,Dyad,5.9,dyad
2719,82,Sonic & All-Stars Racing Transformed,8.2,sonic all starsracingtransformed
2720,82,The Pinball Arcade,6.8,thepinballarcade
2721,82,Sins of a Solar Empire: Rebellion,7.8,sinsofasolarempire rebellion
2722,82,Skullgirls,7.1,skullgirls
2723,80,Under Night In-Birth Exe:Late,8.2,undernightin birthexe late
2724,80,Dishonored: Definitive Edition,7.3,dishonored definitiveedition
2725,80,MLB 15: The Show,7.7,mlb15 theshow
2726,80,Game of Thrones: Episode Six - The Ice Dragon,7.8,gameofthrones episodesix theicedragon
2727,80,Mega Man Legacy Collection,7.0,megamanlegacycollection
2728,80,Super Mega Baseball: Extra Innings,7.1,supermegabaseball extrainnings
2729,80,NHL 16,6.1,nhl16
2730,80,Hand of Fate,7.3,handoffate
2731,80,Grim Fandango Remastered,7.7,grimfandangoremastered
2732,82,Tekken Tag Tournament 2,8.3,tekkentagtournament2
2733,82,The Elder Scrolls V: Skyrim - Dragonborn,8.1,theelderscrollsv skyrim dragonborn
2734,82,Virtua Fighter 5: Final Showdown,6.2,virtuafighter5 finalshowdown
2735,82,Pro Evolution Soccer 2013,6.8,proevolutionsoccer2013
2736,82,Art of Balance Touch!,7.5,artofbalancetouch 
2737,82,Legend of Grimrock,8.1,legendofgrimrock
2738,82,Borderlands 2: Mr. Torgue's Campaign of Carnage,7.4,borderlands2 mr torgue scampaignofcarnage
2739,82,Crusader Kings II,8.8,crusaderkingsii
2740,80,Wasteland 2: Director's Cut,7.6,wasteland2 director scut
2741,80,BOXBOY!,8.0,boxboy 
2742,80,Life is Strange: Episode 3 - Chaos Theory,8.9,lifeisstrange episode3 chaostheory
2743,80,The Legend of Heroes: Trails in the Sky SC,8.6,thelegendofheroes trailsintheskysc
2744,82,Pro Evolution Soccer 2013,6.9,proevolutionsoccer2013
2745,82,Sonic & All-Stars Racing Transformed,8.1,sonic all starsracingtransformed
2746,82,World of Warcraft: Mists of Pandaria,5.0,worldofwarcraft mistsofpandaria
2747,82,The Walking Dead: Episode 1 - A New Day,8.4,thewalkingdead episode1 anewday
2748,82,The Walking Dead: Episode 4 - Around Every Corner,8.3,thewalkingdead episode4 aroundeverycorner
2749,82,SSX,6.4,ssx
2750,82,Botanicula,8.4,botanicula
2751,82,Joe Danger 2: The Movie,7.2,joedanger2 themovie
2752,81,Closure,7.0,closure
2753,81,Kingdoms of Amalur: Reckoning - The Legend of Dead Kel,7.8,kingdomsofamalur reckoning thelegendofdeadkel
2754,81,Art Academy: Lessons for Everyone,7.6,artacademy lessonsforeveryone
2755,81,Darksiders II,7.9,darksidersii
2756,81,Lone Survivor,7.3,lonesurvivor
2757,81,Call of Duty: Black Ops II,6.9,callofduty blackopsii
2758,81,Virtua Fighter 5 Final Showdown,7.9,virtuafighter5finalshowdown
2759,81,The Cat Lady,8.7,thecatlady
2760,81,Vessel,7.7,vessel
2761,81,LEGO Batman 2: DC Super Heroes,7.6,legobatman2 dcsuperheroes
2762,81,Kingdoms of Amalur: Reckoning,6.6,kingdomsofamalur reckoning
2763,81,SSX,6.8,ssx
2764,81,Metal Gear Solid HD Collection,8.4,metalgearsolidhdcollection
